,bmi,primary_eating,secondary_eating,exercise,fast_food,food_amount,stores,maj_ind,cat_occ,income_lvl,income_weekly
6734,18.299999,180.0,5.0,2.0,1.0,3.0,1.0,8,3,1,1442.3
6737,24.4,0.0,12.0,2.0,2.0,3.0,1.0,10,1,1,865.38
6756,27.299999,90.0,0.0,2.0,1.0,3.0,2.0,10,1,1,1384.61
6758,26.5,30.0,0.0,2.0,2.0,3.0,1.0,9,1,1,865.38
6760,24.700001,40.0,10.0,2.0,2.0,3.0,2.0,11,2,1,650.0
6767,25.700001,20.0,0.0,2.0,1.0,3.0,1.0,8,1,1,720.0
6794,18.5,0.0,130.0,1.0,2.0,3.0,1.0,10,2,0,383.4
6800,25.1,45.0,15.0,2.0,2.0,3.0,1.0,10,1,1,1346.15
6801,22.6,20.0,0.0,1.0,1.0,3.0,1.0,7,5,1,680.0
6805,28.700001,105.0,0.0,2.0,1.0,3.0,1.0,6,3,1,800.0
6807,25.1,25.0,0.0,2.0,1.0,3.0,2.0,11,1,1,2884.61
6808,21.1,10.0,0.0,2.0,2.0,3.0,2.0,12,5,0,723.2
6811,34.400002,50.0,0.0,1.0,2.0,3.0,1.0,4,6,0,820.0
6813,23.0,15.0,298.0,2.0,1.0,3.0,1.0,10,1,1,600.0
6858,23.0,180.0,15.0,2.0,2.0,3.0,5.0,10,1,1,1346.15
6866,24.0,105.0,0.0,2.0,2.0,3.0,2.0,10,2,0,150.0
6870,25.6,90.0,5.0,2.0,1.0,3.0,1.0,10,1,1,1211.53
6902,20.5,85.0,25.0,2.0,1.0,3.0,1.0,10,1,1,393.28
6904,27.9,70.0,0.0,2.0,1.0,3.0,1.0,5,3,1,560.0
6915,17.700001,103.0,30.0,2.0,1.0,3.0,2.0,9,1,1,711.53
6927,24.4,180.0,0.0,2.0,2.0,3.0,1.0,1,1,0,940.536575074
6968,22.4,15.0,1.0,2.0,1.0,3.0,1.0,3,5,1,600.0
6971,19.9,225.0,55.0,2.0,1.0,3.0,1.0,10,1,1,2193.52
6975,26.200001,40.0,0.0,1.0,2.0,3.0,1.0,11,2,0,666.0
6979,26.6,60.0,30.0,2.0,2.0,3.0,2.0,5,3,1,800.0
6988,29.299999,30.0,0.0,1.0,2.0,3.0,1.0,10,1,1,580.0
6992,31.5,60.0,0.0,1.0,1.0,3.0,1.0,1,1,0,940.536575074
6993,29.5,55.0,0.0,1.0,2.0,3.0,2.0,10,2,0,535.6
6999,25.6,138.0,5.0,2.0,1.0,3.0,2.0,9,1,0,940.536575074
7000,25.0,50.0,0.0,2.0,2.0,3.0,1.0,9,1,0,940.536575074
7013,30.700001,35.0,0.0,2.0,1.0,3.0,2.0,8,3,1,782.4
7014,21.799999,60.0,5.0,2.0,1.0,3.0,2.0,10,1,1,961.53
7025,25.6,40.0,5.0,1.0,1.0,3.0,1.0,5,3,1,689.6
7029,23.6,35.0,1.0,2.0,2.0,3.0,1.0,10,1,1,1057.0
7041,25.799999,20.0,0.0,2.0,1.0,3.0,2.0,4,6,1,1346.15
7051,31.4,72.0,0.0,1.0,2.0,3.0,1.0,5,6,0,500.0
7057,22.1,85.0,0.0,2.0,1.0,3.0,1.0,4,5,1,701.92
7063,26.299999,80.0,0.0,2.0,1.0,3.0,1.0,5,3,1,1477.0
7065,31.299999,45.0,0.0,1.0,1.0,3.0,2.0,13,1,1,791.2
7097,27.200001,30.0,0.0,2.0,1.0,2.0,1.0,4,6,0,497.2
7125,54.900002,0.0,0.0,1.0,1.0,2.0,1.0,8,3,1,536.0
7135,36.599998,20.0,20.0,2.0,2.0,3.0,2.0,6,6,1,923.07
7139,31.9,60.0,0.0,2.0,2.0,3.0,2.0,6,3,1,797.2
7147,42.0,30.0,30.0,1.0,2.0,3.0,1.0,12,3,1,440.0
7148,25.799999,90.0,15.0,2.0,1.0,3.0,2.0,13,1,1,1598.5
7150,18.799999,75.0,10.0,2.0,1.0,3.0,1.0,9,1,1,1115.38
7166,25.0,130.0,0.0,2.0,2.0,3.0,1.0,13,1,1,1400.0
7179,31.5,25.0,5.0,1.0,1.0,3.0,5.0,12,1,1,263.68
7187,31.6,10.0,0.0,1.0,2.0,3.0,1.0,12,3,1,680.0
7191,26.299999,50.0,15.0,2.0,1.0,3.0,2.0,13,3,1,846.15
7194,24.4,90.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1384.61
7213,29.299999,120.0,0.0,1.0,2.0,3.0,1.0,3,5,0,520.0
7222,23.799999,70.0,0.0,1.0,1.0,3.0,2.0,4,6,1,727.65
7224,20.299999,50.0,0.0,2.0,2.0,3.0,1.0,9,1,1,576.92
7230,58.400002,0.0,5.0,2.0,1.0,3.0,1.0,8,1,0,375.0
7231,22.4,65.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1250.0
7244,31.200001,25.0,60.0,2.0,1.0,3.0,1.0,5,3,0,627.6
7246,22.1,15.0,0.0,2.0,2.0,3.0,2.0,6,6,1,760.0
7249,24.9,80.0,15.0,2.0,2.0,3.0,2.0,8,3,1,519.23
7257,41.5,45.0,1.0,1.0,1.0,3.0,1.0,9,1,0,940.536575074
7265,26.299999,65.0,30.0,2.0,2.0,3.0,2.0,10,1,1,1269.23
7268,28.200001,30.0,0.0,2.0,2.0,3.0,1.0,5,6,1,960.0
7270,19.9,0.0,45.0,1.0,2.0,3.0,1.0,9,1,1,1442.3
7281,21.0,45.0,0.0,2.0,2.0,3.0,1.0,10,1,1,2884.61
7292,36.400002,60.0,0.0,1.0,1.0,3.0,2.0,13,3,1,969.23
7296,29.299999,15.0,10.0,1.0,1.0,3.0,2.0,8,1,1,538.46
7298,22.799999,15.0,22.0,2.0,1.0,3.0,1.0,10,1,1,423.07
7300,23.5,180.0,0.0,2.0,1.0,3.0,1.0,8,3,1,2307.69
7316,30.0,40.0,6.0,1.0,1.0,3.0,2.0,10,1,1,830.76
7329,21.299999,35.0,0.0,2.0,2.0,3.0,1.0,10,1,1,961.53
7343,25.0,70.0,5.0,2.0,1.0,3.0,1.0,13,1,1,2500.0
7347,25.700001,0.0,15.0,2.0,2.0,3.0,2.0,6,1,1,1730.0
7354,34.299999,80.0,13.0,2.0,1.0,3.0,2.0,5,3,1,97.5
7361,29.5,160.0,0.0,2.0,1.0,3.0,1.0,10,1,1,711.53
7371,26.9,75.0,10.0,2.0,1.0,3.0,1.0,13,5,1,1160.0
7401,27.4,35.0,0.0,2.0,1.0,3.0,1.0,9,1,1,961.53
7420,26.0,60.0,20.0,1.0,2.0,3.0,1.0,10,1,1,1192.3
7435,30.5,70.0,0.0,1.0,2.0,3.0,1.0,9,3,0,350.0
7452,23.6,45.0,1.0,1.0,1.0,3.0,2.0,11,1,0,940.536575074
7455,19.4,105.0,0.0,2.0,2.0,3.0,1.0,8,1,1,940.536575074
7456,21.9,90.0,0.0,1.0,2.0,3.0,1.0,6,3,0,807.69
7457,23.4,30.0,60.0,1.0,1.0,3.0,1.0,10,2,1,525.0
7489,21.5,165.0,0.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
7500,27.5902193611,60.0,0.0,1.0,2.0,3.0,1.0,2,6,1,500.0
7515,24.299999,50.0,0.0,1.0,1.0,2.0,2.0,6,6,0,108.0
7517,24.9,103.0,25.0,2.0,1.0,3.0,1.0,4,5,1,1164.0
7529,27.5902193611,60.0,0.0,2.0,2.0,3.0,2.0,6,6,0,375.0
7533,24.0,110.0,0.0,1.0,1.0,3.0,1.0,10,1,0,645.0
7543,22.799999,70.0,22.0,2.0,2.0,3.0,2.0,9,2,0,80.0
7561,27.1,150.0,0.0,2.0,1.0,3.0,5.0,2,6,1,1713.8
7568,23.200001,60.0,0.0,2.0,2.0,3.0,1.0,3,3,1,799.0
7573,24.4,120.0,0.0,1.0,1.0,2.0,1.0,10,1,1,1600.0
7574,22.4,60.0,0.0,2.0,1.0,3.0,2.0,9,2,0,940.536575074
7576,23.9,30.0,3.0,2.0,1.0,3.0,1.0,10,3,1,544.23
7578,27.4,35.0,0.0,2.0,1.0,3.0,1.0,5,3,1,2307.69
7580,25.799999,60.0,40.0,1.0,1.0,3.0,2.0,7,1,1,846.15
7586,23.1,50.0,10.0,1.0,1.0,3.0,1.0,3,5,1,961.53
7587,22.700001,45.0,50.0,2.0,1.0,3.0,2.0,10,1,1,1551.2
7605,26.6,20.0,15.0,2.0,2.0,3.0,1.0,7,1,1,1000.0
7612,22.1,80.0,0.0,2.0,1.0,3.0,2.0,9,1,1,1061.53
7613,33.299999,40.0,0.0,1.0,1.0,3.0,1.0,10,1,1,125.0
7625,24.6,115.0,0.0,2.0,1.0,3.0,2.0,8,1,1,692.3
7636,22.5,45.0,10.0,1.0,1.0,3.0,1.0,11,1,1,600.0
7637,25.700001,120.0,17.0,2.0,2.0,3.0,1.0,9,5,1,1097.5
7640,44.799999,30.0,5.0,1.0,1.0,3.0,1.0,10,1,1,775.0
7642,36.599998,105.0,0.0,2.0,2.0,3.0,1.0,4,1,1,1423.07
7650,23.700001,25.0,0.0,2.0,1.0,3.0,2.0,9,3,1,1288.46
7666,28.299999,90.0,20.0,1.0,1.0,3.0,1.0,8,5,0,559.0
7672,25.1,30.0,20.0,2.0,2.0,3.0,1.0,9,1,1,2884.61
7676,27.5902193611,95.0,2.0,1.0,1.0,3.0,1.0,10,6,0,205.0
7686,30.700001,65.0,5.0,2.0,1.0,3.0,2.0,10,1,1,2115.38
7697,21.5,125.0,15.0,2.0,1.0,3.0,2.0,4,1,1,1115.38
7709,24.4,10.0,10.0,2.0,1.0,3.0,1.0,11,2,0,700.0
7721,22.200001,10.0,20.0,2.0,2.0,3.0,1.0,10,2,1,923.2
7722,25.700001,105.0,0.0,1.0,2.0,3.0,1.0,4,3,1,2307.69
7728,22.299999,55.0,0.0,2.0,1.0,3.0,1.0,12,1,1,576.92
7732,27.1,55.0,15.0,1.0,1.0,3.0,1.0,7,3,0,486.53
7737,26.6,20.0,20.0,1.0,1.0,3.0,2.0,3,5,0,940.536575074
7740,27.799999,120.0,0.0,1.0,1.0,3.0,1.0,5,1,1,1361.25
7741,21.5,37.0,0.0,2.0,2.0,3.0,1.0,5,3,0,400.0
7746,24.4,5.0,5.0,1.0,2.0,3.0,2.0,3,5,1,1100.0
7752,25.1,195.0,0.0,2.0,1.0,3.0,1.0,12,1,1,1730.76
7758,26.6,60.0,45.0,2.0,1.0,1.0,1.0,11,3,1,1346.15
7765,30.5,5.0,370.0,1.0,2.0,3.0,2.0,9,2,0,940.536575074
7770,27.799999,30.0,60.0,1.0,2.0,3.0,5.0,11,2,0,360.0
7773,25.1,15.0,0.0,1.0,2.0,3.0,1.0,11,6,1,300.0
7781,22.1,45.0,30.0,2.0,1.0,3.0,1.0,8,1,1,1346.0
7809,31.5,30.0,0.0,1.0,1.0,3.0,1.0,9,3,1,0.0
7815,27.5902193611,15.0,20.0,2.0,1.0,3.0,1.0,8,1,1,653.84
7818,27.1,90.0,0.0,2.0,1.0,3.0,1.0,10,3,1,1059.1
7823,27.4,50.0,3.0,1.0,1.0,3.0,5.0,13,2,0,769.23
7830,27.5902193611,100.0,0.0,1.0,2.0,3.0,2.0,6,6,0,250.0
7835,30.700001,60.0,15.0,2.0,1.0,3.0,2.0,3,1,1,1153.84
7838,22.799999,15.0,10.0,2.0,1.0,3.0,1.0,5,3,0,0.0
7842,23.0,24.0,10.0,2.0,2.0,3.0,1.0,5,3,1,576.92
7847,20.0,0.0,65.0,2.0,2.0,3.0,1.0,10,1,1,940.536575074
7860,35.200001,15.0,0.0,1.0,1.0,3.0,1.0,4,5,1,900.0
7878,26.4,65.0,0.0,2.0,2.0,3.0,1.0,10,1,1,940.536575074
7890,35.400002,0.0,25.0,2.0,2.0,3.0,1.0,10,1,0,375.0
7891,27.1,80.0,0.0,2.0,1.0,3.0,1.0,10,1,1,2115.38
7914,20.799999,60.0,0.0,2.0,2.0,3.0,1.0,9,1,1,1442.3
7917,21.700001,30.0,0.0,2.0,2.0,3.0,2.0,5,3,1,653.84
7933,22.9,20.0,5.0,2.0,1.0,3.0,1.0,10,1,0,1547.61
7937,34.0,60.0,0.0,1.0,1.0,3.0,1.0,12,2,1,479.16
7938,33.400002,60.0,10.0,2.0,2.0,3.0,1.0,8,3,1,400.0
7939,27.200001,55.0,15.0,2.0,1.0,3.0,2.0,5,6,1,1000.0
7969,33.5,5.0,0.0,2.0,1.0,3.0,2.0,6,6,1,1423.07
7971,27.799999,105.0,45.0,1.0,1.0,3.0,1.0,10,1,1,288.46
7980,23.799999,30.0,62.0,1.0,1.0,3.0,5.0,4,6,1,296.0
8013,42.799999,50.0,2.0,2.0,1.0,3.0,1.0,10,1,1,940.536575074
8024,21.299999,75.0,5.0,1.0,2.0,3.0,1.0,10,1,0,392.3
8038,33.5,30.0,0.0,1.0,1.0,3.0,2.0,6,6,1,940.536575074
8049,20.799999,15.0,0.0,2.0,2.0,3.0,1.0,5,3,0,174.0
8062,27.5902193611,0.0,15.0,1.0,2.0,3.0,1.0,8,1,1,1153.0
8089,29.799999,35.0,5.0,1.0,1.0,3.0,1.0,4,6,1,900.0
8098,25.4,69.0,0.0,2.0,2.0,3.0,1.0,4,1,0,175.0
8103,38.900002,155.0,35.0,2.0,1.0,3.0,5.0,12,1,1,2269.23
8108,23.700001,65.0,5.0,2.0,2.0,3.0,1.0,7,1,1,1280.0
8133,26.4,65.0,0.0,2.0,1.0,3.0,1.0,9,1,1,2307.46
8137,22.6,165.0,10.0,2.0,1.0,3.0,1.0,9,1,1,2884.61
8138,19.9,90.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1007.0
8148,27.5902193611,75.0,2.0,2.0,2.0,3.0,2.0,11,2,0,560.0
8165,26.299999,40.0,30.0,2.0,1.0,3.0,1.0,12,2,1,1400.0
8170,27.1,20.0,20.0,2.0,1.0,3.0,1.0,5,1,1,1250.0
8177,25.0,210.0,5.0,2.0,2.0,3.0,5.0,9,1,1,440.0
8188,32.299999,90.0,0.0,2.0,1.0,1.0,2.0,8,3,1,540.8
8197,38.299999,20.0,45.0,2.0,1.0,3.0,2.0,10,1,1,763.8
8199,35.900002,90.0,0.0,1.0,1.0,3.0,1.0,6,6,0,276.92
8202,40.400002,20.0,0.0,2.0,1.0,3.0,1.0,4,6,0,612.0
8208,35.400002,95.0,20.0,2.0,1.0,3.0,1.0,13,1,1,1923.07
8219,27.1,60.0,20.0,2.0,2.0,3.0,1.0,6,1,1,1923.09
8221,22.1,35.0,5.0,2.0,1.0,3.0,2.0,13,1,1,1000.0
8222,22.799999,70.0,0.0,2.0,2.0,3.0,1.0,9,1,1,2307.69
8237,19.799999,60.0,0.0,2.0,1.0,3.0,1.0,5,3,1,640.0
8238,27.5902193611,90.0,20.0,2.0,1.0,3.0,1.0,8,3,1,1640.0
8239,23.0,35.0,10.0,2.0,1.0,3.0,1.0,9,1,1,1567.5
8254,31.200001,0.0,15.0,1.0,1.0,2.0,3.0,5,6,0,253.75
8260,30.200001,30.0,0.0,1.0,2.0,3.0,1.0,5,2,0,223.16
8280,48.099998,60.0,0.0,2.0,2.0,3.0,1.0,7,3,1,300.0
8304,26.299999,30.0,15.0,2.0,2.0,3.0,1.0,6,3,1,1174.9
8306,24.4,120.0,0.0,1.0,2.0,3.0,1.0,1,1,0,940.536575074
8310,23.0,105.0,3.0,1.0,2.0,3.0,1.0,3,1,1,1184.5
8316,24.700001,50.0,5.0,2.0,2.0,3.0,4.0,11,1,1,940.536575074
8324,27.5902193611,20.0,0.0,1.0,2.0,3.0,2.0,4,6,1,450.0
8327,21.299999,35.0,15.0,2.0,2.0,3.0,1.0,10,1,1,2211.53
8328,21.1,45.0,0.0,1.0,2.0,3.0,5.0,10,3,0,615.38
8340,38.400002,135.0,0.0,1.0,2.0,3.0,1.0,9,3,0,300.0
8350,22.9,30.0,30.0,2.0,1.0,3.0,1.0,9,1,1,711.53
8353,25.799999,90.0,15.0,2.0,2.0,3.0,1.0,5,1,0,138.75
8355,23.700001,20.0,120.0,2.0,2.0,3.0,1.0,8,1,1,2230.76
8358,24.4,85.0,0.0,2.0,2.0,3.0,1.0,5,3,0,940.536575074
8359,36.0,20.0,40.0,2.0,1.0,3.0,2.0,10,1,1,940.536575074
8360,29.1,150.0,0.0,1.0,2.0,3.0,1.0,13,3,1,497.6
8365,25.799999,45.0,30.0,2.0,2.0,3.0,2.0,13,1,1,1460.0
8370,24.4,60.0,0.0,2.0,1.0,3.0,2.0,5,6,1,1820.0
8378,31.200001,110.0,0.0,2.0,1.0,3.0,1.0,6,5,1,1038.46
8380,21.0,120.0,5.0,2.0,2.0,3.0,1.0,9,3,1,2884.61
8383,27.5902193611,60.0,15.0,1.0,1.0,3.0,2.0,10,1,0,900.0
8384,30.5,0.0,18.0,2.0,2.0,3.0,1.0,5,5,1,1000.0
8389,37.5,100.0,5.0,2.0,1.0,3.0,2.0,10,3,1,800.0
8399,24.9,25.0,0.0,1.0,2.0,3.0,1.0,10,2,1,419.76
8400,32.0,125.0,0.0,1.0,1.0,3.0,1.0,11,3,1,826.92
8404,18.6,0.0,20.0,1.0,1.0,3.0,1.0,5,1,1,375.0
8408,33.700001,70.0,10.0,2.0,1.0,3.0,1.0,10,3,1,994.0
8410,29.5,80.0,5.0,1.0,1.0,3.0,1.0,5,1,1,725.0
8417,27.5902193611,20.0,5.0,2.0,2.0,3.0,1.0,9,2,1,264.5
8423,27.5902193611,60.0,0.0,2.0,1.0,3.0,2.0,8,3,0,865.38
8438,27.5902193611,90.0,0.0,0.0,1.0,3.0,1.0,5,1,1,346.15
8450,28.299999,60.0,30.0,2.0,1.0,3.0,2.0,4,6,1,2884.61
8462,30.1,75.0,0.0,2.0,2.0,3.0,1.0,10,2,0,212.64
8464,17.1,60.0,103.0,2.0,2.0,3.0,1.0,10,1,1,423.07
8480,21.799999,40.0,0.0,2.0,1.0,3.0,1.0,11,2,0,160.0
8493,31.6,20.0,0.0,2.0,1.0,3.0,2.0,5,5,1,940.536575074
8506,28.700001,20.0,21.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
8516,27.299999,100.0,0.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
8540,25.1,20.0,10.0,1.0,1.0,3.0,1.0,13,2,1,840.0
8545,27.5,75.0,0.0,2.0,2.0,3.0,1.0,6,6,1,692.3
8551,31.0,17.0,0.0,2.0,2.0,3.0,2.0,3,1,1,576.92
8570,24.299999,60.0,0.0,2.0,1.0,3.0,1.0,9,1,1,2884.61
8571,27.5902193611,0.0,15.0,1.0,1.0,3.0,1.0,10,1,1,961.53
8578,23.1,90.0,0.0,1.0,2.0,3.0,5.0,5,3,1,540.4
8617,32.0,0.0,0.0,1.0,1.0,3.0,1.0,4,3,1,1240.0
8625,17.9,75.0,20.0,2.0,2.0,3.0,1.0,4,3,1,1442.3
8656,31.6,10.0,20.0,2.0,1.0,3.0,4.0,5,3,0,324.0
8668,30.1,0.0,0.0,1.0,2.0,2.0,2.0,9,2,0,500.0
8678,36.0,20.0,10.0,1.0,2.0,3.0,1.0,9,2,0,313.84
8682,23.799999,115.0,0.0,2.0,1.0,3.0,1.0,13,1,1,730.76
8690,27.0,35.0,0.0,2.0,1.0,3.0,1.0,6,6,0,400.0
8696,28.1,265.0,6.0,1.0,1.0,3.0,2.0,8,3,1,680.0
8703,38.400002,140.0,0.0,2.0,1.0,3.0,1.0,3,1,1,940.536575074
8705,20.5,0.0,570.0,2.0,1.0,3.0,1.0,11,1,1,865.38
8707,35.400002,30.0,0.0,2.0,1.0,3.0,1.0,4,6,0,0.0
8708,32.599998,30.0,15.0,1.0,1.0,3.0,1.0,10,1,0,403.84
8717,19.4,75.0,170.0,2.0,2.0,3.0,1.0,10,1,1,961.53
8721,22.299999,106.0,0.0,1.0,1.0,3.0,1.0,10,2,1,500.0
8725,37.5,150.0,5.0,1.0,1.0,3.0,1.0,10,1,1,480.76
8735,31.700001,60.0,150.0,2.0,1.0,3.0,3.0,8,1,1,940.536575074
8748,29.0,180.0,5.0,1.0,1.0,3.0,5.0,13,1,1,1130.76
8760,21.4,90.0,0.0,1.0,1.0,3.0,1.0,1,1,1,276.0
8768,40.700001,30.0,0.0,2.0,1.0,3.0,1.0,6,3,1,1020.0
8769,25.9,50.0,0.0,2.0,1.0,3.0,1.0,10,1,1,2307.69
8812,22.0,25.0,5.0,2.0,1.0,3.0,2.0,8,1,1,769.23
8819,24.299999,160.0,0.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
8841,28.5,55.0,11.0,2.0,1.0,3.0,1.0,4,1,1,644.0
8846,25.799999,90.0,7.0,2.0,1.0,3.0,1.0,7,5,1,865.38
8852,22.9,65.0,20.0,2.0,2.0,3.0,1.0,10,2,0,174.0
8854,26.6,20.0,0.0,1.0,1.0,3.0,1.0,4,6,1,1500.0
8866,27.4,15.0,0.0,2.0,2.0,3.0,2.0,5,3,0,214.5
8868,26.9,75.0,0.0,2.0,1.0,3.0,1.0,3,5,0,440.0
8879,44.299999,50.0,0.0,2.0,1.0,3.0,1.0,8,3,1,532.0
8882,38.5,65.0,10.0,1.0,1.0,3.0,1.0,12,1,1,1307.69
8884,38.099998,30.0,15.0,1.0,1.0,3.0,2.0,5,6,0,463.6
8890,27.5902193611,90.0,0.0,2.0,1.0,3.0,1.0,4,1,1,1250.0
8911,25.799999,30.0,5.0,2.0,1.0,3.0,1.0,10,1,1,1500.0
8957,21.700001,30.0,7.0,2.0,2.0,3.0,1.0,12,2,1,940.536575074
8958,25.0,120.0,0.0,1.0,1.0,3.0,1.0,11,2,0,453.6
8969,26.6,0.0,267.0,2.0,2.0,3.0,1.0,13,1,1,1730.76
8971,23.200001,195.0,0.0,1.0,1.0,3.0,1.0,3,1,0,940.536575074
8977,43.299999,60.0,15.0,1.0,2.0,2.0,2.0,9,1,1,808.15
8981,40.299999,15.0,5.0,2.0,1.0,3.0,1.0,12,2,1,940.536575074
8983,17.700001,25.0,4.0,2.0,1.0,3.0,1.0,12,1,1,634.61
8987,25.200001,45.0,0.0,2.0,1.0,3.0,2.0,8,1,0,581.07
8993,23.1,15.0,30.0,1.0,1.0,3.0,1.0,11,1,1,730.76
9015,17.799999,50.0,5.0,2.0,0.0,3.0,1.0,10,1,1,0.0
9027,32.299999,20.0,30.0,2.0,1.0,3.0,2.0,13,1,1,1153.84
9035,24.4,30.0,0.0,2.0,2.0,3.0,1.0,2,5,1,1730.76
9049,23.0,0.0,10.0,1.0,2.0,3.0,2.0,4,6,1,1600.0
9058,28.200001,270.0,0.0,2.0,2.0,3.0,1.0,11,2,0,288.0
9065,21.5,60.0,60.0,1.0,2.0,3.0,1.0,8,3,1,300.0
9069,25.799999,70.0,20.0,2.0,2.0,3.0,1.0,4,6,1,560.0
9073,27.700001,45.0,5.0,2.0,2.0,2.0,1.0,10,2,0,44.0
9082,23.6,60.0,0.0,1.0,2.0,3.0,2.0,12,2,1,730.76
9092,28.299999,20.0,0.0,1.0,1.0,3.0,1.0,11,2,1,940.536575074
9105,27.299999,20.0,0.0,2.0,1.0,3.0,1.0,5,6,1,697.0
9123,27.4,60.0,12.0,2.0,1.0,2.0,1.0,10,1,1,865.38
9147,39.200001,0.0,80.0,2.0,1.0,3.0,1.0,13,1,1,1368.5
9157,22.1,60.0,5.0,2.0,1.0,3.0,2.0,8,3,1,740.38
9159,35.400002,10.0,0.0,1.0,1.0,1.0,1.0,10,6,1,769.0
9168,35.900002,75.0,0.0,2.0,1.0,3.0,5.0,6,1,1,2692.3
9180,25.1,60.0,0.0,2.0,2.0,3.0,1.0,10,1,1,1248.0
9187,33.700001,10.0,30.0,2.0,1.0,3.0,1.0,6,6,0,430.5
9190,23.700001,105.0,0.0,2.0,2.0,3.0,2.0,8,3,1,2115.38
9192,22.6,20.0,20.0,2.0,1.0,3.0,5.0,5,3,0,940.536575074
9197,23.700001,25.0,10.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
9211,25.700001,130.0,0.0,1.0,2.0,3.0,1.0,4,6,1,1028.72
9212,26.1,85.0,20.0,1.0,1.0,3.0,1.0,11,2,1,1153.84
9232,30.9,15.0,20.0,2.0,1.0,3.0,1.0,10,1,1,1442.3
9262,23.700001,30.0,0.0,2.0,1.0,3.0,1.0,2,5,1,865.38
9273,26.4,90.0,5.0,1.0,1.0,3.0,1.0,5,3,1,940.536575074
9323,26.5,15.0,0.0,1.0,2.0,3.0,2.0,4,5,1,1050.0
